id,ad_cost_broad_term,ad_cost_exact_term,adult,alexa_link_popularity,alexa_traffic_rank,altavista_link_popularity,altavista_link_saturation,appraised_value,appraised_wholesale_value,auction_bidders,auction_description,auction_end_date,auction_join_date,auction_price,auction_revenue,auction_title,auction_traffic,auction_url,category,development_revenue_estimate,dmoz,domain,drop_date,end_user_buyers,extensions_taken,google_link_popularity,google_link_saturation,has_dash,has_num,language,language_probability,list_type,overture_sld,overture_term,overture_tld,pagerank,parking_revenue_estimate,process_date,search_ad_competition_broad_term,search_ad_competition_exact_term,search_ads_sld,search_ads_term,search_cpc_broad_term,search_cpc_exact_term,search_results_sld,search_results_term,search_suggestion_sld,search_suggestion_term,search_volume_broad_term,search_volume_exact_term,similar_sales,sld,sld_length,tld,tld_count,tld_count_dev,trademark_company,trademark_probability,trademark_risk,trademark_term,trademark_type,traffic_estimate,type,wayback_age,wayback_records,whois_age,whois_create_date,whois_expire_date,whois_ns1,whois_ns2,whois_registrar,whois_update_date,word_count,words,yahoo,yahoo_link_popularity,yahoo_link_saturation,is_shortlisted,shortlist_status,analysed_by,dom_date_list,upload_date,old_list_type,reason_of_shortlisting,should_be_shortlisted,combined_shortlist_label1,combined_shortlist_prob1,gdv,last_sold_price
11806733,0,0,0,0,0,-1,-1,55,0,0,NULL,"2025-11-07 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,jurnal-pendidikan-tinggi.com,0000-00-00,-1,1,-1,-1,0,0,Unknown,0,DC,-1,-1,-1,0,0,2025-10-31,low,low,-1,0,-1,-1,0,17900000,0,0,-1,-1,0,jurnal-pendidikan-tinggi,24,com,1,1,NULL,0,0,NULL,NULL,0,dropcatch,2013,9,397,2024-09-29,2026-09-29,expired1.namebrightdns.com,expired2.namebrightdns.com,"DropCatch.com 1429 LLC",2025-09-30,3,"jurnal pendidikan tinggi",0,-1,-1,0,0,NULL,"jurnal-pendidikan-tinggi.com,2025-10-31,dc",2025-11-01,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11806749,0,0,0,0,0,-1,-1,210,0,0,NULL,"2025-11-07 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Other,0,0,karwaan.com,0000-00-00,-1,3,-1,10,0,0,english,0,DC,0,0,0,0,0,2025-10-31,low,low,0,0,0.1,-1,162000,162000,0,0,720,36,0,karwaan,7,com,12,2,NULL,0,0,NULL,NULL,0,dropcatch,2013,17,4050,2014-09-29,2025-09-29,DOMAIN-FOR-SALE.HUGEDOMAINSDNS.COM,FORSALE.HUGEDOMAINSDNS.COM,NAMEBRIGHT,2023-04-19,1,karwaan,0,-1,-1,0,0,NULL,"karwaan.com,2025-10-31,dc",2025-11-01,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11807010,0,0,0,0,0,-1,-1,410,20,0,NULL,"2025-11-06 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Health -- Doctors",0,0,mdcons.com,0000-00-00,-1,3,-1,-1,0,0,english,51,DC,0,0,0,0,0,2025-10-31,low,low,0,0,0.1,0.1,257000,257000,0,0,170,22,0,mdcons,6,com,9,2,NULL,0,0,NULL,NULL,0,dropcatch,2004,24,2956,2017-09-27,2025-09-27,NSG1.NAMEBRIGHTDNS.COM,NSG2.NAMEBRIGHTDNS.COM,NAMEBRIGHT,2023-04-20,1,mdcons,0,-1,-1,0,0,NULL,"mdcons.com,2025-10-31,dc",2025-11-01,NULL,"bidders>=2 & live",1,1,0.7651995001470422,NULL,NULL
11807066,0,0,0,0,0,-1,-1,670,35,0,NULL,"2025-11-07 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,minmad.com,0000-00-00,-1,2,-1,15,0,0,english,84,DC,0,-1,0,0,0,2025-10-31,low,low,0,1,0.69,0,40300,87600,0,0,5400,22,0,minmad,6,com,4,0,NULL,0,0,NULL,NULL,0,dropcatch,2010,37,4050,2014-09-29,2026-09-29,expired1.namebrightdns.com,expired2.namebrightdns.com,"TurnCommerce, Inc. DBA NameBright.com",2025-09-30,2,"min mad",0,-1,-1,0,0,NULL,"minmad.com,2025-10-31,dc",2025-11-01,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11807079,0,0,0,0,0,-1,-1,20,0,0,NULL,"2025-11-07 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Common Adjectives",0,0,mkdetailing.com,0000-00-00,-1,3,-1,-1,0,0,english,66,DC,0,-1,0,0,0,2025-10-31,low,low,0,0,1.7,0,4570,3540,0,0,170,22,0,mkdetailing,11,com,11,1,NULL,0,0,NULL,NULL,0,dropcatch,2010,29,3319,2016-09-29,2024-09-29,NSG1.NAMEBRIGHTDNS.COM,NSG2.NAMEBRIGHTDNS.COM,NAMEBRIGHT,2023-04-19,2,"mk detailing",0,-1,-1,0,0,NULL,"mkdetailing.com,2025-10-31,dc",2025-11-01,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11807271,0,0,0,0,0,-1,-1,80,5,0,NULL,"2025-11-07 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,novasistemas.com,0000-00-00,-1,2,-1,-1,0,0,english,85,DC,0,0,0,0,0,2025-10-31,low,low,1,1,0,0,1050,1050,0,0,58,22,0,novasistemas,12,com,5,2,NULL,0,0,NULL,NULL,0,dropcatch,-1,-1,5146,2011-09-29,2025-09-29,nsg1.namebrightdns.com,nsg2.namebrightdns.com,"TurnCommerce, Inc. DBA NameBright.com",2025-05-21,1,novasistemas,0,-1,-1,0,0,NULL,"novasistemas.com,2025-10-31,dc",2025-11-01,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11807278,0,0,0,5,0,-1,-1,95,0,0,NULL,"2025-11-07 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Other,0,0,nspllc.com,0000-00-00,-1,4,-1,-1,0,0,english,34,DC,0,-1,0,3,0,2025-10-31,low,low,1,0,-1,-1,12300,3670,0,0,-1,-1,0,nspllc,6,com,6,1,NULL,0,0,NULL,NULL,0,dropcatch,2000,133,2954,2017-09-29,2024-09-29,NSG1.NAMEBRIGHTDNS.COM,NSG2.NAMEBRIGHTDNS.COM,NAMEBRIGHT,2023-04-20,2,"nsp llc",0,-1,-1,0,0,NULL,"nspllc.com,2025-10-31,dc",2025-11-01,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11807502,0,0,0,0,0,-1,-1,40,5,0,NULL,"2025-11-04 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Common Adjectives",0,0,properla.com,0000-00-00,-1,2,-1,-1,0,0,english,92,DC,0,0,0,0,0,2025-10-31,low,low,0,0,0.1,0,5690,5690,0,0,390,0,0,properla,8,com,9,4,NULL,0,0,NULL,NULL,0,dropcatch,2003,80,5560,2010-08-11,2025-08-11,expired1.dnsenable.com,expired2.dnsenable.com,"Isimtescil Bilisim A.S.",2025-10-27,1,properla,0,-1,-1,0,0,NULL,"properla.com,2025-10-31,dc",2025-11-01,NULL,"APR > 0 (APR: 255)",1,NULL,NULL,NULL,NULL
11837205,0,0,0,0,0,-1,-1,1200,70,0,NULL,"2025-11-07 13:19:00","0000-00-00 00:00:00",7.99,0,NULL,0,https://www.dynadot.com/market/auction/cheviots.com,Other,0,0,cheviots.com,0000-00-00,-1,2,-1,2,0,0,english,100,DD,130,130,0,0,0,2025-11-01,low,low,0,0,1.68,1.44,165000,165000,0,0,49500,480,0,cheviots,8,com,2,1,NULL,0,0,NULL,NULL,0,dynadot,2001,36,9162,2000-10-01,2026-10-01,ns1.dyna-ns.net,ns2.dyna-ns.net,"Dynadot Inc",2025-10-02,1,cheviots,0,-1,-1,0,0,NULL,"cheviots.com,2025-11-01,dd",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11837365,0,0,0,0,0,-1,-1,1200,60,0,NULL,"2025-11-07 17:13:00","0000-00-00 00:00:00",7.99,0,NULL,0,https://www.dynadot.com/market/auction/cuprate.com,"Other -- Generic Single Word",0,0,cuprate.com,0000-00-00,-1,3,-1,-1,0,0,Unknown,0,DD,0,0,-1,0,0,2025-11-01,low,low,0,0,0.1,0.1,380000,380000,0,0,8100,880,0,cuprate,7,com,5,0,NULL,0,0,NULL,NULL,0,dynadot,2013,16,3317,2016-10-02,2026-10-02,ns1.dyna-ns.net,ns2.dyna-ns.net,"Dynadot Inc",2025-10-03,1,cuprate,0,-1,-1,0,0,NULL,"cuprate.com,2025-11-01,dd",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11837616,0,0,0,0,0,-1,-1,0,0,0,NULL,"2025-11-07 14:32:00","0000-00-00 00:00:00",7.99,0,NULL,0,https://www.dynadot.com/market/auction/electrasecurity.com,"Internet -- Privacy and Security",0,0,electrasecurity.com,0000-00-00,-1,2,-1,-1,0,0,english,100,DD,0,-1,0,-1,0,2025-11-01,low,low,-1,0,-1,-1,0,-1,0,0,-1,-1,0,electrasecurity,15,com,3,2,NULL,0,0,NULL,NULL,0,dynadot,2021,2,396,2024-10-01,2026-10-01,ns1.dyna-ns.net,ns2.dyna-ns.net,"Dynadot Inc",2025-10-02,2,"electra security",0,-1,-1,0,0,NULL,"electrasecurity.com,2025-11-01,dd",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11839694,0,0,0,0,0,-1,-1,140,10,0,NULL,"2025-11-24 12:00:00","0000-00-00 00:00:00",1,0,NULL,0,https://www.dynadot.com/market/auction/starfly.org,"Media -- Media",0,0,starfly.org,0000-00-00,111,5,-1,-1,0,0,english,92,DD,49,49,-1,0,0,2025-11-01,low,low,0,0,1.16,0.1,1450000,1450000,0,0,12100,1300,0,starfly,7,org,36,2,NULL,0,0,NULL,NULL,0,dynadot,2002,99,2200,2019-10-24,2025-10-24,ns1.dnsowl.com,ns2.dnsowl.com,"NameSilo, LLC",2025-09-30,1,starfly,0,-1,-1,0,0,NULL,"starfly.org,2025-11-01,dd",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11840600,0,0,0,0,0,-1,-1,270,15,0,NULL,"2025-11-10 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Shopping,0,0,brosshop.com,0000-00-00,-1,1,-1,-1,0,0,english,100,DC,0,-1,0,2,0,2025-11-01,low,low,0,0,0.31,0.1,163,127000,0,0,40500,36,0,brosshop,8,com,4,0,NULL,0,0,NULL,NULL,0,dropcatch,2004,58,2588,2018-10-01,2025-10-01,NSG1.NAMEBRIGHTDNS.COM,NSG2.NAMEBRIGHTDNS.COM,NAMEBRIGHT,2022-08-28,2,"bros shop",0,-1,-1,0,0,NULL,"brosshop.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11840638,0,0,0,0,704552,-1,-1,0,0,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Business -- Industries",0,0,cazasolution.com,0000-00-00,-1,1,-1,-1,0,0,english,100,DC,-1,-1,-1,-1,0,2025-11-01,low,low,-1,0,-1,-1,0,-1,0,0,-1,-1,0,cazasolution,12,com,1,1,NULL,0,0,NULL,NULL,0,dropcatch,2019,46,2638,2018-08-12,2025-08-12,ns3.expirationwarning.net,ns7.expirationwarning.net,"1API GmbH",2025-09-25,2,"caza solution",0,-1,-1,0,0,NULL,"cazasolution.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,0,0.3470360819248183,NULL,NULL
11840682,0,0,0,0,0,-1,-1,15,0,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Local -- US State Code",0,0,codevibe.org,0000-00-00,-1,6,-1,-1,0,0,english,45,DC,0,0,-1,-1,0,2025-11-01,low,low,0,0,0,0,5040,5040,0,0,12,0,0,codevibe,8,org,26,2,NULL,0,0,NULL,NULL,0,dropcatch,-1,-1,443,2024-08-15,2025-08-15,dns101.registrar-servers.com,dns102.registrar-servers.com,"NameCheap, Inc.",2025-09-26,1,codevibe,0,-1,-1,0,0,NULL,"codevibe.org,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,0,0.462204715636588,NULL,NULL
11840710,0,0,0,0,0,-1,-1,0,0,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,cryptogpt.com,0000-00-00,-1,5,-1,-1,0,0,english,58,DC,-1,-1,-1,-1,0,2025-11-01,low,low,-1,0,-1,-1,0,-1,0,0,-1,-1,0,cryptogpt,9,com,59,14,NULL,0,0,NULL,NULL,0,dropcatch,2018,72,1,2025-10-31,2026-10-31,ns1.namebrightdns.com,ns2.namebrightdns.com,"DROPCATCH.COM 1037 LLC",2025-10-31,2,"crypto gpt",0,-1,-1,0,0,NULL,"cryptogpt.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,0,0.46076015968605927,NULL,NULL
11840750,0,0,0,1,0,-1,-1,910,50,0,NULL,"2025-11-07 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,dienbien.com,0000-00-00,94,3,-1,-1,0,0,english,100,DC,0,155,0,0,0,2025-11-01,low,low,0,2,0.47,0.1,152000,5110000,0,0,246000,1600,1,dienbien,8,com,7,0,NULL,0,0,NULL,NULL,0,dropcatch,2003,56,7702,2004-09-30,2026-09-30,expired1.namebrightdns.com,expired2.namebrightdns.com,"TurnCommerce, Inc. DBA NameBright.com",2025-10-01,2,"dien bien",0,-1,-1,0,0,NULL,"dienbien.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11840811,0,0,0,0,0,-1,-1,2600,170,0,NULL,"2025-11-07 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Generic 4-letter",0,0,envg.com,0000-00-00,-1,2,-1,-1,0,0,english,0,DC,0,0,0,0,0,2025-11-01,low,low,0,0,1.89,3.56,141000,141000,0,0,880,320,0,envg,4,com,9,0,NULL,0,0,NULL,NULL,0,dropcatch,1999,25,4295,2014-01-28,2028-01-28,ns1.parkingcrew.net,ns2.parkingcrew.net,"TurnCommerce, Inc. DBA NameBright.com",2025-06-24,1,envg,0,-1,-1,0,0,NULL,"envg.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11840924,0,0,0,0,0,-1,-1,120,5,0,NULL,"2025-11-10 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Services -- Design",0,0,gloriouscreation.com,0000-00-00,-1,3,-1,-1,0,0,english,100,DC,-1,44,-1,1,0,2025-11-01,low,low,0,0,1.36,0.1,394,92800,0,0,390,0,0,gloriouscreation,16,com,7,0,NULL,0,0,NULL,NULL,0,dropcatch,2011,16,5145,2011-10-01,2025-10-01,DOMAIN-FOR-SALE.HUGEDOMAINSDNS.COM,FORSALE.HUGEDOMAINSDNS.COM,NAMEBRIGHT,2023-04-18,2,"glorious creation",0,-1,-1,0,0,NULL,"gloriouscreation.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11840949,0,0,0,0,0,-1,-1,190,0,0,NULL,"2025-11-10 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Other,0,0,gulart.com,0000-00-00,-1,2,-1,-1,0,0,Unknown,0,DC,0,0,0,1,0,2025-11-01,low,low,0,0,0.5,-1,22000,22000,0,0,9900,73,0,gulart,6,com,6,0,NULL,0,0,NULL,NULL,0,dropcatch,2008,33,2223,2019-10-01,2025-10-01,NSG1.NAMEBRIGHTDNS.COM,NSG2.NAMEBRIGHTDNS.COM,NAMEBRIGHT,2023-04-21,1,gulart,0,-1,-1,0,0,NULL,"gulart.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11841010,0,0,0,0,0,-1,-1,180,10,0,NULL,"2025-11-10 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Travel -- Tours",0,0,hrtour.com,0000-00-00,-1,2,-1,-1,0,0,english,51,DC,0,-1,0,0,0,2025-11-01,low,low,0,0,1.58,0,890,60800,0,0,4400,12,0,hrtour,6,com,3,0,NULL,0,0,NULL,NULL,0,dropcatch,2002,84,4779,2012-10-01,2025-10-01,DOMAIN-FOR-SALE.HUGEDOMAINSDNS.COM,FORSALE.HUGEDOMAINSDNS.COM,NAMEBRIGHT,2023-04-18,2,"hr tour",0,-1,-1,0,0,NULL,"hrtour.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11841082,0,0,0,0,0,-1,-1,10000,500,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Generic 4-letter",0,0,jsjn.com,0000-00-00,-1,2,-1,-1,0,0,english,0,DC,0,0,0,0,0,2025-11-01,low,low,0,0,0.1,0,276000,276000,0,0,110,36,0,jsjn,4,com,9,1,NULL,0,0,NULL,NULL,0,dropcatch,2002,51,7381,2005-08-17,2025-08-17,expirens3.hichina.com,expirens4.hichina.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2025-10-28,1,jsjn,0,-1,-1,0,0,NULL,"jsjn.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,1,0.830438078928206,NULL,NULL
11841142,0,0,0,0,0,-1,-1,1800,95,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Generic 4-letter",0,0,lcsz.com,0000-00-00,-1,3,-1,-1,0,0,english,0,DC,0,0,0,0,0,2025-11-01,low,low,0,0,2.09,0.1,55900,55900,0,0,73,16,0,lcsz,4,com,10,1,NULL,0,0,NULL,NULL,0,dropcatch,2001,52,8104,2003-08-25,2025-08-25,dns10.expirenotification.com,dns9.expirenotification.com,"Xin Net Technology Corporation",2025-10-28,1,lcsz,0,-1,-1,0,0,NULL,"lcsz.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,1,0.8650768578781244,NULL,NULL
11841224,0,0,0,0,0,-1,-1,210,10,0,NULL,"2025-11-10 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Shopping,0,0,mayoshop.com,0000-00-00,-1,3,-1,-1,0,0,english,100,DC,0,-1,0,1,0,2025-11-01,low,low,0,0,1.34,0,237,29600,0,0,1480,91,0,mayoshop,8,com,6,1,NULL,0,0,NULL,NULL,0,dropcatch,2002,32,5145,2011-10-01,2025-10-01,NSG1.NAMEBRIGHTDNS.COM,NSG2.NAMEBRIGHTDNS.COM,NAMEBRIGHT,2023-04-18,2,"mayo shop",0,-1,-1,0,0,NULL,"mayoshop.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11841298,0,0,0,0,0,-1,-1,240,0,0,NULL,"2025-11-10 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Services,0,0,mysecurityservice.com,0000-00-00,-1,1,-1,2,0,0,english,85,DC,0,-1,0,0,0,2025-11-01,low,low,5,6,-1,-1,2760,548000,0,0,-1,-1,0,mysecurityservice,17,com,2,0,NULL,0,0,NULL,NULL,0,dropcatch,2004,9,1127,2022-10-01,2024-10-01,NSG1.NAMEBRIGHTDNS.COM,NSG2.NAMEBRIGHTDNS.COM,NAMEBRIGHT,2023-09-25,3,"my security service",0,-1,-1,0,0,NULL,"mysecurityservice.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11841307,0,0,0,0,966175,-1,-1,0,0,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Art,0,0,nastart.org,0000-00-00,-1,3,-1,-1,0,0,Unknown,0,DC,0,0,-1,4,0,2025-11-01,low,low,0,0,0.1,0.1,19500,19500,0,0,1300,91,0,nastart,7,org,15,2,NULL,0,0,NULL,NULL,0,dropcatch,2008,387,1,2025-10-31,2026-10-31,ns1.namebrightdns.com,ns2.namebrightdns.com,"DropCatch.com 485 LLC",2025-11-01,1,nastart,0,-1,-1,0,0,NULL,"nastart.org,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,1,0.8985491933108244,NULL,NULL
11841308,0,0,0,0,0,-1,-1,65,5,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,nataland.com,0000-00-00,-1,1,-1,-1,0,0,english,92,DC,0,0,0,0,0,2025-11-01,low,low,0,0,0,0,12000,12000,0,0,480,22,0,nataland,8,com,12,1,NULL,0,0,NULL,NULL,0,dropcatch,2011,90,3719,2015-08-27,2025-08-27,dns15.ovh.net,ns15.ovh.net,"OVH, SAS",2025-10-28,1,nataland,0,-1,-1,0,0,NULL,"nataland.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,1,0.6314685081679539,NULL,NULL
11841393,0,0,0,1,0,-1,-1,1900,110,0,NULL,"2025-11-10 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,peedo.com,0000-00-00,58,2,-1,2,0,0,spanish,93,DC,45,45,0,0,0,2025-11-01,low,low,0,0,0.97,0.76,554000,554000,0,0,8100,590,0,peedo,5,com,1,0,NULL,0,0,NULL,NULL,0,dropcatch,2003,33,4049,2014-10-01,2025-10-01,NSG1.NAMEBRIGHTDNS.COM,NSG2.NAMEBRIGHTDNS.COM,NAMEBRIGHT,2023-04-19,1,peedo,0,-1,-1,0,0,NULL,"peedo.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11841444,0,0,0,0,2063636,-1,-1,0,0,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Society -- People",0,0,psychologue-adultes-couples.com,0000-00-00,-1,1,-1,-1,0,0,Unknown,0,DC,-1,-1,-1,0,0,2025-11-01,low,low,-1,0,-1,-1,0,2620,0,0,-1,-1,0,psychologue-adultes-couples,27,com,1,1,Tesco,100,4,tesco,exact,0,dropcatch,2011,117,5182,2011-08-25,2026-08-25,ns0.online.net,ns1.online.net,"Registrar Contact",2025-08-26,3,"psychologue adultes couples",0,-1,-1,0,0,NULL,"psychologue-adultes-couples.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,1,0.7194182163852161,NULL,NULL
11841582,0,0,0,0,0,-1,-1,1700,90,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Finance -- Insurance",0,0,smudde.com,0000-00-00,22,2,-1,-1,0,0,english,31,DC,64,64,0,3,0,2025-11-01,low,low,0,0,5.42,0.1,18900,18900,0,0,8100,2400,0,smudde,6,com,4,0,NULL,0,0,NULL,NULL,0,dropcatch,2000,77,9334,2000-04-12,2026-04-12,ns1.oxilion.nl,ns2.oxilion.nl,"Hosting Concepts B.V. d/b/a Registrar.eu",2025-09-24,1,smudde,0,-1,-1,0,0,NULL,"smudde.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,1,0.8617929875465876,NULL,NULL
11841678,0,0,0,0,0,-1,-1,370,20,0,NULL,"2025-11-10 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Common Adjectives",0,0,themindless.com,0000-00-00,-1,1,-1,-1,0,0,english,92,DC,0,-1,0,1,0,2025-11-01,low,low,0,0,0.58,0.1,3920,452000,0,0,22600,16,0,themindless,11,com,3,0,NULL,0,0,NULL,NULL,0,dropcatch,2003,22,4779,2012-10-01,2024-10-01,NSG1.NAMEBRIGHTDNS.COM,NSG2.NAMEBRIGHTDNS.COM,NAMEBRIGHT,2023-04-18,2,"the mindless",0,-1,-1,0,0,NULL,"themindless.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11841695,0,0,0,0,0,-1,-1,530,30,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Society -- Men",0,0,thinkmen.com,0000-00-00,-1,1,-1,-1,0,0,english,92,DC,0,-1,0,0,0,2025-11-01,low,low,0,0,0.83,0.1,6590,628000,0,0,135000,22,0,thinkmen,8,com,3,0,NULL,0,0,NULL,NULL,0,dropcatch,2001,52,8480,2002-08-14,2025-08-14,dns101.registrar-servers.com,dns102.registrar-servers.com,"NameCheap, Inc.",2025-09-25,2,"think men",0,-1,-1,0,0,NULL,"thinkmen.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,1,0.7118717737733766,NULL,NULL
11841708,0,0,0,0,0,-1,-1,0,0,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Other,0,0,timm2023.org,0000-00-00,-1,1,-1,-1,0,0,english,100,DC,-1,-1,-1,-1,0,2025-11-01,low,low,-1,0,-1,-1,0,-1,0,0,-1,-1,0,timm2023,8,org,1,1,NULL,0,0,NULL,NULL,0,dropcatch,2021,29,1496,2021-09-27,2025-09-27,ns0.nl,ns11.net,"Key-Systems GmbH",2025-09-25,2,"timm 2023",0,-1,-1,0,0,NULL,"timm2023.org,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,0,0.3070980665579143,NULL,NULL
11841712,0,0,0,68,5000772,-1,-1,170,10,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Male Name",0,0,tommyschultz.com,0000-00-00,-1,1,-1,-1,0,0,english,100,DC,0,-1,0,3,0,2025-11-01,low,low,0,0,3.36,0.24,778000,38800,0,0,320,91,0,tommyschultz,12,com,1,0,NULL,0,0,NULL,NULL,0,dropcatch,2004,265,8117,2003-08-12,2025-08-12,ns1.ibspark.com,ns2.ibspark.com,"Internet Domain Service BS Corp",2025-09-25,2,"tommy schultz",0,-1,-1,0,0,NULL,"tommyschultz.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,1,0.873843363377929,NULL,NULL
11841828,0,0,0,0,0,-1,-1,5000,250,0,NULL,"2025-11-07 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Other,0,0,weyk.com,0000-00-00,-1,1,-1,-1,0,0,english,52,DC,0,0,0,0,0,2025-11-01,low,low,0,0,2.46,0,51300,51300,0,0,260,36,0,weyk,4,com,6,1,NULL,0,0,NULL,NULL,0,dropcatch,2003,83,4671,2013-01-17,2028-01-17,ns1.parkingcrew.net,ns2.parkingcrew.net,"TurnCommerce, Inc. DBA NameBright.com",2025-06-24,1,weyk,0,-1,-1,0,0,NULL,"weyk.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11841845,0,0,0,0,0,-1,-1,240,15,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Other,0,0,wisip.com,0000-00-00,-1,1,-1,-1,0,0,Unknown,0,DC,0,0,-1,0,0,2025-11-01,low,low,0,0,0.39,0.1,29700,29700,0,0,390,110,0,wisip,5,com,3,1,NULL,0,0,NULL,NULL,0,dropcatch,2004,95,4394,2013-10-21,2025-10-21,ns-1789.awsdns-31.co.uk,ns-430.awsdns-53.com,"Infomaniak Network SA",2025-09-24,1,wisip,0,-1,-1,0,0,NULL,"wisip.com,2025-11-01,dc",2025-11-02,NULL,"bidders>=2 & live",1,1,0.6787296047614986,NULL,NULL
